Province,District,Gender,Age,Disability,Orphan,Poverty Level,School Level,School Type,Enrolled,Grade,Grade Repetition,Transition Status,Dropout Status,Out of School,Distance to School (km),Midday Meal,Internet Access,Hostel Facility
Gandaki,Gorkha,Male,16,No,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.7,Yes,Yes,Yes
Gandaki,Kaski,Female,18,No,No,Medium,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.3,Yes,No,No
Gandaki,Lamjung,Male,11,No,No,High,Lower Secondary,Public,Yes,8,No,No,No,No,0.7,Yes,Yes,Yes
Gandaki,Manang,Female,15,Yes,No,Medium,Upper Secondary,Public,Yes,9,No,No,No,No,2.1,Yes,No,No
Gandaki,Mustang,Male,12,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,5.0,No,Yes,No
Gandaki,Myagdi,Male,12,No,No,High,Lower Secondary,Public,Yes,7,Yes,Yes,No,No,0.6,No,Yes,Yes
Gandaki,Nawalpur,Female,17,No,No,Medium,Upper Secondary,Public,Yes,10,Yes,Yes,No,No,4.8,Yes,Yes,No
Gandaki,Parbat,Female,12,No,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,1.7,No,No,No
Gandaki,Syangja,Male,18,No,No,High,Upper Secondary,Private,Yes,9,Yes,Yes,No,No,3.8,No,Yes,No
Gandaki,Tanahun,Male,10,No,No,Very High,Primary,Public,Yes,1,No,N/A,No,No,0.8,No,Yes,No
Lumbini,Arghakhanchi,Female,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.8,No,No,Yes
Lumbini,Banke,Female,15,No,No,High,Upper Secondary,Public,Yes,12,No,No,No,No,3.3,No,No,No
Lumbini,Bardiya,Male,9,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,0.8,No,No,No
Lumbini,Dang,Male,12,No,No,Medium,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.1,No,Yes,No
Lumbini,Eastern Rukum,Female,9,No,Yes,High,Primary,Public,Yes,4,Yes,N/A,No,No,0.2,Yes,Yes,No
Lumbini,Gulmi,Male,9,No,No,High,Primary,Public,Yes,3,No,N/A,No,No,2.2,Yes,No,No
Lumbini,Kapilvastu,Female,16,No,No,Very High,Upper Secondary,Public,Yes,9,No,No,No,No,3.4,Yes,Yes,No
Lumbini,Parasi,Male,9,No,No,Low,Primary,Private,Yes,2,Yes,N/A,No,No,2.6,No,Yes,Yes
Lumbini,Palpa,Female,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,No,No,No,2.3,No,No,No
Lumbini,Pyuthan,Female,12,No,No,Very High,Lower Secondary,Public,No,7,-,N/A,Yes,Yes,5.0,Yes,No,No
Lumbini,Rolpa,Male,17,No,No,Low,Upper Secondary,Private,Yes,9,Yes,Yes,No,No,1.7,No,Yes,No
Lumbini,Rupandehi,Female,12,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.4,No,No,Yes
Karnali,Dailekh,Female,18,No,No,High,Upper Secondary,Public,Yes,9,No,Yes,No,No,4.4,Yes,No,No
Karnali,Dolpa,Female,7,No,No,Very High,Primary,Private,Yes,3,No,N/A,No,No,3.4,No,Yes,No
Karnali,Humla,Female,17,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,1.5,Yes,Yes,Yes
Karnali,Jajarkot,Female,14,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,4.0,Yes,No,No
Karnali,Jumla,Female,13,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.9,Yes,No,No
Karnali,Kalikot,Female,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,3.7,No,Yes,No
Karnali,Mugu,Female,14,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.5,No,No,No
Karnali,Salyan,Male,6,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,0.3,Yes,No,No
Karnali,Surkhet,Female,16,No,No,Very High,Upper Secondary,Private,Yes,12,No,No,No,No,4.9,No,Yes,No
Karnali,Western Rukum,Male,8,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,3.1,No,No,No
Sudurpashchim,Achham,Female,15,No,No,Low,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,1.9,Yes,No,No
Sudurpashchim,Baitadi,Male,6,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,1.9,No,No,No
Sudurpashchim,Bajhang,Female,16,No,No,Medium,Upper Secondary,Public,Yes,12,Yes,No,No,No,4.9,Yes,No,No
Sudurpashchim,Bajura,Male,15,No,No,Low,Upper Secondary,Public,No,10,-,N/A,Yes,Yes,2.1,No,No,No
Sudurpashchim,Dadeldhura,Female,18,No,No,Low,Upper Secondary,Public,Yes,10,No,No,No,No,4.3,Yes,No,No
Sudurpashchim,Darchula,Female,15,No,No,Low,Upper Secondary,Public,Yes,11,No,No,No,No,0.7,Yes,Yes,Yes
Sudurpashchim,Doti,Female,6,Yes,No,High,Primary,Public,No,2,-,N/A,Yes,No,1.3,No,Yes,No
Sudurpashchim,Kailali,Male,16,No,Yes,Low,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.2,Yes,No,Yes
Sudurpashchim,Kanchanpur,Male,13,No,No,Very High,Lower Secondary,Public,Yes,7,No,No,No,No,0.4,No,Yes,No
Province 1,Bhojpur,Female,10,Yes,No,High,Primary,Public,Yes,4,Yes,N/A,No,No,4.7,No,No,No
Province 1,Dhankuta,Male,11,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,2.6,No,No,Yes
Province 1,Ilam,Female,7,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,4.2,No,Yes,Yes
Province 1,Jhapa,Female,17,Yes,No,Very High,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.7,No,No,No
Province 1,Khotang,Male,10,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,2.2,Yes,Yes,No
Province 1,Morang,Male,7,No,No,High,Primary,Private,Yes,5,Yes,N/A,No,No,3.0,No,Yes,No
Province 1,Okhaldhunga,Female,14,No,No,Very High,Lower Secondary,Private,Yes,7,No,Yes,No,No,2.3,No,Yes,No
Province 1,Panchthar,Male,18,Yes,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,2.6,No,No,Yes
Province 1,Sankhuwasabha,Female,6,No,No,Medium,Primary,Private,Yes,3,No,N/A,No,No,4.7,No,Yes,No
Province 1,Solukhumbu,Male,8,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,2.5,Yes,No,No
Province 1,Sunsari,Male,11,Yes,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,1.7,Yes,No,No
Province 1,Taplejung,Female,7,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,4.6,Yes,No,Yes
Province 1,Terhathum,Male,17,No,No,High,Upper Secondary,Public,No,11,-,N/A,Yes,Yes,2.1,Yes,No,Yes
Province 1,Udayapur,Female,13,No,No,Very High,Lower Secondary,Private,Yes,7,No,Yes,No,No,4.2,No,Yes,Yes
Madhesh,Bara,Female,15,No,No,Very High,Upper Secondary,Private,Yes,11,No,Yes,No,No,2.3,No,Yes,No
Madhesh,Dhanusha,Male,12,No,No,Medium,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,4.0,No,No,No
Madhesh,Mahottari,Female,16,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.2,Yes,No,No
Madhesh,Parsa,Male,9,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,0.6,Yes,No,No
Madhesh,Rautahat,Female,14,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.7,Yes,No,No
Madhesh,Saptari,Male,15,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,3.6,Yes,Yes,Yes
Madhesh,Sarlahi,Female,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,1.5,Yes,No,No
Madhesh,Siraha,Female,16,Yes,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.2,Yes,No,No
Bagmati,Bhaktapur,Male,9,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,0.5,Yes,No,Yes
Bagmati,Chitwan,Male,9,No,No,Very High,Primary,Public,No,2,-,N/A,Yes,No,3.8,Yes,Yes,No
Bagmati,Dhading,Female,18,Yes,No,Low,Upper Secondary,Public,Yes,10,Yes,Yes,No,No,1.0,No,No,No
Bagmati,Dolakha,Male,7,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,3.4,No,No,No
Bagmati,Kathmandu,Female,7,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,3.3,No,No,No
Bagmati,Kavrepalanchok,Male,14,Yes,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.7,Yes,No,No
Bagmati,Lalitpur,Male,11,No,No,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,0.2,No,Yes,No
Bagmati,Makwanpur,Male,8,Yes,No,High,Primary,Public,Yes,5,No,N/A,No,No,0.9,Yes,Yes,Yes
Bagmati,Nuwakot,Female,8,No,No,High,Primary,Public,Yes,2,No,N/A,No,No,2.1,Yes,No,No
Bagmati,Ramechhap,Female,15,No,No,High,Upper Secondary,Public,Yes,10,No,No,No,No,2.1,Yes,No,No
Bagmati,Rasuwa,Male,15,No,No,Very High,Upper Secondary,Public,Yes,11,No,No,No,No,3.2,No,No,No
Bagmati,Sindhuli,Female,10,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,1.3,Yes,Yes,No
Bagmati,Sindhupalchok,Female,9,Yes,No,Very High,Primary,Private,Yes,4,No,N/A,No,No,4.0,No,Yes,No
Gandaki,Baglung,Male,13,No,No,Very High,Lower Secondary,Public,Yes,8,Yes,Yes,No,No,1.7,Yes,No,No
Gandaki,Gorkha,Female,6,No,No,Very High,Primary,Public,Yes,4,Yes,N/A,No,No,1.3,Yes,No,No
Gandaki,Kaski,Female,8,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,2.0,Yes,Yes,No
Gandaki,Lamjung,Male,10,No,No,Medium,Primary,Private,Yes,1,No,N/A,No,No,2.3,No,Yes,No
Gandaki,Manang,Male,12,No,No,Low,Lower Secondary,Private,Yes,6,No,No,No,No,2.5,No,Yes,No
Gandaki,Mustang,Female,15,No,No,Very High,Upper Secondary,Private,Yes,12,No,Yes,No,No,0.8,No,Yes,No
Gandaki,Myagdi,Female,13,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.8,Yes,No,No
Gandaki,Nawalpur,Male,10,No,No,High,Primary,Public,Yes,5,Yes,N/A,No,No,4.6,Yes,No,Yes
Gandaki,Parbat,Female,12,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.9,Yes,No,No
Gandaki,Syangja,Male,9,No,No,Low,Primary,Private,Yes,3,No,N/A,No,No,2.5,No,Yes,No
Gandaki,Tanahun,Male,17,No,No,High,Upper Secondary,Public,Yes,12,No,No,No,No,3.2,Yes,No,No
Lumbini,Arghakhanchi,Female,7,No,No,High,Primary,Private,Yes,1,No,N/A,No,No,3.7,No,Yes,Yes
Lumbini,Banke,Male,13,No,No,High,Lower Secondary,Private,Yes,6,No,Yes,No,No,3.7,No,Yes,No
Lumbini,Bardiya,Female,9,Yes,No,Very High,Primary,Public,No,5,-,N/A,Yes,No,0.3,Yes,No,No
Lumbini,Dang,Female,11,No,No,High,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.0,Yes,Yes,No
Lumbini,Eastern Rukum,Male,7,No,No,High,Primary,Public,Yes,4,No,N/A,No,No,3.0,Yes,Yes,Yes
Lumbini,Gulmi,Female,15,No,No,Medium,Upper Secondary,Private,Yes,12,No,Yes,No,No,3.4,No,Yes,No
Lumbini,Kapilvastu,Male,17,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,4.0,Yes,No,No
Lumbini,Parasi,Female,8,No,No,High,Primary,Public,Yes,5,No,N/A,No,No,2.3,Yes,No,No
Lumbini,Palpa,Male,14,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,3.8,No,Yes,No
Lumbini,Pyuthan,Female,6,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,2.9,Yes,Yes,No
Lumbini,Rolpa,Female,18,No,No,Very High,Upper Secondary,Private,Yes,9,No,Yes,No,No,1.3,No,Yes,Yes
Lumbini,Rupandehi,Female,14,No,Yes,Very High,Lower Secondary,Private,Yes,6,No,No,No,No,1.9,No,Yes,No
Karnali,Dailekh,Male,18,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.2,No,No,No
Karnali,Dolpa,Male,12,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.5,Yes,No,No
Karnali,Humla,Male,14,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,3.7,No,Yes,Yes
Karnali,Jajarkot,Female,10,No,No,Low,Primary,Public,Yes,5,No,N/A,No,No,3.3,Yes,Yes,No
Karnali,Jumla,Male,14,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,1.7,No,Yes,Yes
Karnali,Kalikot,Male,8,No,No,Medium,Primary,Public,Yes,2,No,N/A,No,No,2.9,Yes,Yes,No
Karnali,Mugu,Male,8,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,2.7,Yes,No,No
Karnali,Salyan,Female,15,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.7,Yes,Yes,No
Karnali,Surkhet,Male,18,No,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,3.9,Yes,Yes,No
Karnali,Western Rukum,Male,11,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.2,No,Yes,No
Sudurpashchim,Achham,Male,12,No,No,Medium,Lower Secondary,Public,No,8,-,N/A,Yes,Yes,1.2,Yes,Yes,No
Sudurpashchim,Baitadi,Female,12,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.7,Yes,Yes,No
Sudurpashchim,Bajhang,Female,9,No,No,Medium,Primary,Public,Yes,5,Yes,N/A,No,No,0.7,No,Yes,No
Sudurpashchim,Bajura,Female,11,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.9,No,No,No
Sudurpashchim,Dadeldhura,Male,14,No,No,Medium,Lower Secondary,Private,Yes,8,No,Yes,No,No,4.8,No,Yes,No
Sudurpashchim,Darchula,Male,9,No,No,Low,Primary,Public,No,2,-,N/A,Yes,No,0.9,No,Yes,No
Sudurpashchim,Doti,Male,17,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,0.8,Yes,Yes,No
Sudurpashchim,Kailali,Female,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.4,Yes,Yes,No
Sudurpashchim,Kanchanpur,Male,15,No,No,High,Upper Secondary,Public,Yes,12,No,No,No,No,2.3,Yes,Yes,No
Province 1,Bhojpur,Male,14,Yes,No,Medium,Lower Secondary,Private,Yes,6,No,Yes,No,No,3.9,No,Yes,No
Province 1,Dhankuta,Male,14,No,No,Low,Lower Secondary,Public,Yes,6,No,No,No,No,1.4,Yes,Yes,No
Province 1,Ilam,Male,13,No,No,High,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.0,Yes,Yes,No
Province 1,Jhapa,Female,13,No,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,0.1,Yes,Yes,No
Province 1,Khotang,Male,9,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,3.8,Yes,Yes,No
Province 1,Morang,Female,8,No,No,Low,Primary,Private,Yes,4,No,N/A,No,No,1.3,No,Yes,No
Province 1,Okhaldhunga,Female,13,No,No,Medium,Lower Secondary,Private,No,6,-,N/A,Yes,Yes,3.8,No,Yes,No
Province 1,Panchthar,Female,12,No,No,High,Lower Secondary,Public,Yes,6,No,No,No,No,0.5,Yes,Yes,No
Province 1,Sankhuwasabha,Male,17,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,3.1,Yes,No,Yes
Province 1,Solukhumbu,Male,18,Yes,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.2,Yes,No,No
Province 1,Sunsari,Male,14,Yes,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.2,Yes,No,No
Province 1,Taplejung,Female,15,No,No,Very High,Upper Secondary,Public,Yes,12,No,Yes,No,No,3.2,Yes,No,No
Province 1,Terhathum,Male,18,Yes,No,Very High,Upper Secondary,Public,Yes,12,Yes,No,No,No,3.9,Yes,No,No
Province 1,Udayapur,Male,9,No,No,Very High,Primary,Private,Yes,5,No,N/A,No,No,2.5,No,Yes,No
Madhesh,Bara,Female,12,Yes,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.2,Yes,Yes,Yes
Madhesh,Dhanusha,Female,18,No,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,5.0,Yes,Yes,No
Madhesh,Mahottari,Female,18,No,No,High,Upper Secondary,Public,Yes,9,No,No,No,No,1.9,No,No,No
Madhesh,Parsa,Male,17,No,No,High,Upper Secondary,Public,No,12,-,N/A,Yes,Yes,2.5,Yes,No,No
Madhesh,Rautahat,Female,12,No,Yes,Very High,Lower Secondary,Private,No,7,-,N/A,Yes,Yes,2.8,No,Yes,No
Madhesh,Saptari,Female,11,No,No,Medium,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.9,Yes,Yes,No
Madhesh,Sarlahi,Male,6,No,Yes,High,Primary,Public,Yes,2,No,N/A,No,No,1.8,No,Yes,No
Madhesh,Siraha,Male,8,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,0.5,Yes,No,No
Bagmati,Bhaktapur,Female,18,Yes,No,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,1.7,No,No,No
Bagmati,Chitwan,Female,12,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.4,Yes,No,Yes
Bagmati,Dhading,Female,17,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.2,No,No,No
Bagmati,Dolakha,Male,17,No,No,Medium,Upper Secondary,Private,Yes,12,No,Yes,No,No,1.6,No,Yes,No
Bagmati,Kathmandu,Male,8,No,No,Low,Primary,Public,No,1,-,N/A,Yes,No,0.8,Yes,Yes,No
Bagmati,Kavrepalanchok,Female,16,No,No,Very High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.2,Yes,Yes,Yes
Bagmati,Lalitpur,Female,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.7,Yes,Yes,No
Bagmati,Makwanpur,Male,16,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.3,Yes,Yes,Yes
Bagmati,Nuwakot,Male,6,No,No,Very High,Primary,Public,Yes,3,No,N/A,No,No,4.4,No,No,No
Bagmati,Ramechhap,Male,18,No,No,Very High,Upper Secondary,Public,No,9,-,N/A,Yes,No,1.3,No,No,Yes
Bagmati,Rasuwa,Female,12,No,No,High,Lower Secondary,Private,Yes,8,No,Yes,No,No,1.0,No,Yes,No
Bagmati,Sindhuli,Male,16,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.9,No,No,Yes
Bagmati,Sindhupalchok,Male,17,Yes,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.5,Yes,Yes,No
Gandaki,Baglung,Female,14,No,No,Low,Lower Secondary,Public,Yes,7,No,Yes,No,No,0.7,Yes,No,No
Gandaki,Gorkha,Female,13,No,No,Medium,Lower Secondary,Public,Yes,8,No,No,No,No,2.1,Yes,No,No
Gandaki,Kaski,Male,6,No,No,Medium,Primary,Private,Yes,5,No,N/A,No,No,3.1,No,Yes,No
Gandaki,Lamjung,Female,15,No,No,Medium,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.7,Yes,Yes,No
Gandaki,Manang,Female,14,No,No,High,Lower Secondary,Private,Yes,7,No,No,No,No,3.7,No,Yes,No
Gandaki,Mustang,Male,8,No,No,Medium,Primary,Public,Yes,4,No,N/A,No,No,0.6,No,No,No
Gandaki,Myagdi,Male,17,Yes,No,Very High,Upper Secondary,Public,Yes,11,No,No,No,No,2.8,Yes,No,No
Gandaki,Nawalpur,Female,12,No,No,High,Lower Secondary,Private,Yes,7,No,Yes,No,No,3.6,No,Yes,No
Gandaki,Parbat,Female,7,No,No,Very High,Primary,Public,Yes,2,No,N/A,No,No,2.4,Yes,No,No
Gandaki,Syangja,Female,10,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,4.4,Yes,Yes,No
Gandaki,Tanahun,Female,13,No,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,2.8,Yes,No,Yes
Lumbini,Arghakhanchi,Male,15,No,No,Low,Upper Secondary,Public,Yes,9,No,No,No,No,2.2,No,No,No
Lumbini,Banke,Male,18,No,No,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.3,Yes,No,No
Lumbini,Bardiya,Male,14,No,No,Very High,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.5,Yes,No,No
Lumbini,Dang,Male,7,Yes,Yes,Medium,Primary,Public,No,4,-,N/A,Yes,No,1.7,Yes,Yes,No
Lumbini,Eastern Rukum,Female,15,No,No,Medium,Upper Secondary,Private,No,9,-,N/A,Yes,Yes,2.8,No,Yes,No
Lumbini,Gulmi,Female,15,No,No,High,Upper Secondary,Public,Yes,11,No,No,No,No,2.0,No,No,No
Lumbini,Kapilvastu,Male,15,No,No,Medium,Upper Secondary,Public,No,10,-,N/A,Yes,Yes,2.7,No,No,No
Lumbini,Parasi,Female,15,No,Yes,Low,Upper Secondary,Public,Yes,11,Yes,Yes,No,No,1.3,Yes,No,No
Lumbini,Palpa,Female,14,No,Yes,High,Lower Secondary,Public,No,6,-,N/A,Yes,Yes,4.4,No,Yes,No
Lumbini,Pyuthan,Male,11,No,No,High,Lower Secondary,Public,Yes,7,No,No,No,No,4.5,Yes,No,Yes
Lumbini,Rolpa,Male,11,No,No,Medium,Lower Secondary,Public,Yes,6,No,Yes,No,No,0.4,Yes,No,No
Lumbini,Rupandehi,Male,18,No,No,Very High,Upper Secondary,Public,Yes,9,No,Yes,No,No,1.5,No,No,Yes
Karnali,Dailekh,Male,9,No,No,Medium,Primary,Public,Yes,3,No,N/A,No,No,3.6,Yes,Yes,No
Karnali,Dolpa,Male,10,No,No,Medium,Primary,Public,Yes,5,No,N/A,No,No,4.6,Yes,No,Yes
Karnali,Humla,Male,7,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,4.9,Yes,No,No
Karnali,Jajarkot,Female,18,No,No,Very High,Upper Secondary,Private,Yes,11,Yes,Yes,No,No,4.7,No,Yes,No
Karnali,Jumla,Male,16,No,No,Medium,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.6,Yes,No,No
Karnali,Kalikot,Male,16,No,Yes,Low,Upper Secondary,Public,Yes,9,No,Yes,No,No,0.2,No,No,No
Karnali,Mugu,Female,12,No,No,Medium,Lower Secondary,Public,No,8,-,N/A,Yes,Yes,4.6,Yes,No,No
Karnali,Salyan,Female,11,No,No,Very High,Lower Secondary,Public,Yes,7,No,Yes,No,No,2.8,No,Yes,No
Karnali,Surkhet,Male,10,No,No,Low,Primary,Private,Yes,1,No,N/A,No,No,1.8,No,Yes,No
Karnali,Western Rukum,Female,15,Yes,No,High,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.7,Yes,No,Yes
Sudurpashchim,Achham,Female,11,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.0,Yes,No,No
Sudurpashchim,Baitadi,Female,17,No,No,High,Upper Secondary,Public,Yes,10,No,No,No,No,1.6,Yes,Yes,No
Sudurpashchim,Bajhang,Female,13,No,No,Low,Lower Secondary,Public,Yes,8,No,Yes,No,No,1.5,Yes,No,No
Sudurpashchim,Bajura,Male,11,Yes,No,Low,Lower Secondary,Public,Yes,7,No,No,No,No,3.2,Yes,No,No
Sudurpashchim,Dadeldhura,Male,15,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.7,Yes,No,No
Sudurpashchim,Darchula,Male,12,No,No,High,Lower Secondary,Private,Yes,7,No,Yes,No,No,0.9,No,Yes,No
Sudurpashchim,Doti,Female,13,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,4.1,Yes,No,No
Sudurpashchim,Kailali,Female,7,No,No,Low,Primary,Private,Yes,1,No,N/A,No,No,1.7,No,Yes,No
Sudurpashchim,Kanchanpur,Female,12,No,No,Medium,Lower Secondary,Public,Yes,7,No,Yes,No,No,1.3,Yes,No,No
Province 1,Bhojpur,Female,17,No,No,High,Upper Secondary,Public,Yes,10,No,Yes,No,No,0.4,Yes,No,No
Province 1,Dhankuta,Female,9,No,No,Very High,Primary,Public,Yes,5,No,N/A,No,No,3.6,Yes,No,No
Province 1,Ilam,Female,18,No,No,Medium,Upper Secondary,Public,Yes,12,No,Yes,No,No,0.4,No,Yes,No
Province 1,Jhapa,Male,12,No,No,High,Lower Secondary,Private,No,7,-,N/A,Yes,Yes,3.1,No,Yes,No
Province 1,Khotang,Male,17,Yes,Yes,High,Upper Secondary,Public,Yes,12,No,Yes,No,No,4.9,No,Yes,Yes
Province 1,Morang,Female,6,No,No,High,Primary,Public,No,5,-,N/A,Yes,No,1.4,No,Yes,No
Province 1,Okhaldhunga,Male,7,No,No,Low,Primary,Private,Yes,1,No,N/A,No,No,0.5,No,Yes,No
Province 1,Panchthar,Female,11,No,No,Medium,Lower Secondary,Public,Yes,7,Yes,No,No,No,3.1,Yes,Yes,No
Province 1,Sankhuwasabha,Male,18,Yes,No,Low,Upper Secondary,Private,Yes,10,Yes,No,No,No,1.9,No,Yes,No
Province 1,Solukhumbu,Female,18,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.1,Yes,No,No
Province 1,Sunsari,Male,7,No,No,High,Primary,Public,Yes,1,No,N/A,No,No,2.6,No,Yes,Yes
Province 1,Taplejung,Female,17,No,No,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,0.3,Yes,No,No
Province 1,Terhathum,Female,6,Yes,No,Medium,Primary,Private,Yes,5,Yes,N/A,No,No,4.5,No,Yes,No
Province 1,Udayapur,Male,11,No,No,Very High,Lower Secondary,Public,Yes,8,No,Yes,No,No,0.6,Yes,Yes,No
Madhesh,Bara,Male,6,No,No,High,Primary,Private,Yes,4,No,N/A,No,No,0.7,No,Yes,Yes
Madhesh,Dhanusha,Female,9,No,No,Medium,Primary,Public,Yes,1,No,N/A,No,No,2.5,Yes,No,No
Madhesh,Mahottari,Female,13,Yes,No,High,Lower Secondary,Public,Yes,8,No,Yes,No,No,4.8,Yes,Yes,Yes
Madhesh,Parsa,Female,17,No,No,Very High,Upper Secondary,Public,Yes,12,No,No,No,No,0.5,Yes,Yes,No
Madhesh,Rautahat,Male,18,No,No,Low,Upper Secondary,Public,Yes,10,No,Yes,No,No,4.2,Yes,No,No
Madhesh,Saptari,Female,6,No,No,Low,Primary,Public,Yes,2,No,N/A,No,No,0.2,Yes,No,No
Madhesh,Sarlahi,Female,17,No,No,Low,Upper Secondary,Public,Yes,11,No,Yes,No,No,4.5,No,No,No
Madhesh,Siraha,Male,11,No,No,Low,Lower Secondary,Public,Yes,6,No,Yes,No,No,4.9,No,Yes,No
Bagmati,Bhaktapur,Male,15,No,No,High,Upper Secondary,Public,Yes,10,No,No,No,No,3.6,Yes,Yes,No
Bagmati,Chitwan,Male,16,No,No,Medium,Upper Secondary,Public,Yes,11,No,Yes,No,No,2.0,Yes,Yes,No
Bagmati,Dhading,Male,17,No,No,Low,Upper Secondary,Public,Yes,12,No,No,No,No,2.9,Yes,No,Yes
